time,/actor1/acceleration_data,/actor1/distance_data,/actor1/imu_data,/actor1/velocity_data
1721090754.3602653,0.018042103121604508,1.3625076332258945,0.006,0.06384312238928921
1721090754.4606502,0.10034058108972913,1.3604222019467602,0.0066,0.07387718049826213
1721090754.5604272,-0.1381786340137231,1.3604761228334483,0.006200000000000001,0.06005931709688982
1721090754.6603394,0.1800868302627187,1.3566861946237156,0.0058000000000000005,0.07806800012316169
1721090754.7603443,0.09898699595024318,1.352141062330485,0.006,0.087966699718186
1721090754.860379,-0.08713024629514954,1.3486824213799693,0.0068000000000000005,0.07925367508867105
1721090754.9604385,0.2773094128311815,1.3433344601156136,0.007,0.1069846163717892
1721090755.060847,-0.2408256320513627,1.3392924011562806,0.0068000000000000005,0.08290205316665293
1721090755.1603565,0.03719658893012595,1.3347547940278364,0.0066,0.08662171205966553
1721090755.2602577,-0.3425859236045162,1.3363651113259651,0.006200000000000001,0.05236311969921391
1721090755.360341,0.2860236916365573,1.334419317440784,0.007,0.08096548886286964
1721090755.4603393,-0.1142821780331206,1.3352617393296606,0.006,0.06953727105955758
1721090755.5603867,-0.1005611021425859,1.3353187645708509,0.0068000000000000005,0.05948116084529899
1721090755.6603572,0.0968466509987577,1.3345847534428341,0.006,0.06916582594517476
1721090755.7602937,-0.14198022255363144,1.3352074307547732,0.0066,0.05496780368981161
1721090755.8604023,0.04701812334382653,1.3333792921365049,0.0066,0.059669616024194266
1721090755.960263,-0.1317987064745292,1.3321660579269863,0.0076,0.046489745376741345
1721090756.0604398,-0.032720383230588415,1.3328321488773207,0.0066,0.043217707053682504
1721090756.1603005,-0.08138858312642536,1.3336292465908066,0.006,0.03507884874103997
1721090756.261054,0.011353166893692188,1.3352514971427913,0.006,0.03621416543040919
1721090756.3605394,0.08136420562039885,1.3355096146676184,0.0066,0.04435058599244907
1721090756.4603689,-0.153775248016801,1.3367493557197112,0.0058000000000000005,0.02897306119076897
1721090756.5604434,-0.04628557220429059,1.3376493898618067,0.006,0.024344503970339913
1721090756.6603928,0.038796661787703426,1.3385900078889483,0.006200000000000001,0.028224170149110255
1721090756.760336,0.03137661749343882,1.3413426203933962,0.006,0.03136183189845414
1721090756.8604221,-0.0036081319766986114,1.3444244876898763,0.0066,0.031001018700784276
1721090756.960279,0.08527472066299259,1.3483563836803552,0.006200000000000001,0.039528490767083535
1721090757.060476,-0.0022745431556919077,1.3521511359375062,0.006,0.039301036451514344
1721090757.160803,0.24741559418769077,1.3585505323610336,0.006,0.06404259587028342
1721090757.2604482,0.19867148080496458,1.3666263900155797,0.0066,0.08390974395077988
1721090757.360671,-0.07885170630157798,1.3742235267859841,0.006,0.07602457332062208
1721090757.4607127,0.1540129639417616,1.383244740642195,0.006200000000000001,0.09142586971479824
1721090757.5606558,-0.3773553752920092,1.388385874126386,0.0076,0.05369033218559732
1721090757.6607234,0.333674610841881,1.3970840631057317,0.0074,0.08705779326978542
1721090757.7607121,-0.005220274363880173,1.4057376025681354,0.0068000000000000005,0.08653576583339741
1721090757.8606474,-0.17383238347611518,1.4125729476764999,0.006200000000000001,0.06915252748578589
1721090757.9602697,-0.08070669776790093,1.4186807858240633,0.0068000000000000005,0.061081857708995796
1721090758.0602334,0.23013047473596823,1.4270379786540917,0.006200000000000001,0.08409490518259262
1721090758.160198,-0.1741923979983058,1.4335211025923646,0.0068000000000000005,0.06667566538276204
1721090758.2606056,-0.19528488619588683,1.4380864492561853,0.006200000000000001,0.04714717676317336
1721090758.360342,-0.2170266958928717,1.439633976129763,0.0074,0.025444507173886185
1721090758.4603531,0.2652403436357544,1.4441932395410808,0.007,0.051968541537461624
1721090758.5602598,0.12588507165344792,1.4500934568553847,0.006200000000000001,0.06455704870280642
1721090758.6603296,-0.06530050005256208,1.4547806975906177,0.0066,0.05802699869755021
1721090758.760259,0.16046649105126667,1.461774719020422,0.0066,0.07407364780267688
1721090758.860291,-0.24623472194344553,1.4666092096133028,0.007,0.04945017560833232
1721090758.9606907,0.2408782347341181,1.4738995020464976,0.006200000000000001,0.07353799908174413
1721090759.0607293,-0.49021381720895874,1.4743182364654501,0.006,0.02451661736084826
1721090759.1607277,0.3110557419616176,1.4793668845701384,0.006200000000000001,0.05562219155701002
1721090759.260679,0.02429524515173198,1.4830680618852894,0.0058000000000000005,0.05805171607218322
1721090759.3604453,-0.11834805289282956,1.486178942761666,0.0058000000000000005,0.046216910782900265
1721090759.4603705,-0.20429180683139012,1.4863774424253786,0.006,0.025787730099761253
1721090759.5604856,0.19767125545335615,1.4864447017255629,0.005200000000000001,0.04555485564509687
1721090759.660347,0.03653273214007331,1.4892697799674317,0.006,0.0492081288591042
1721090759.760423,-0.015207440336977227,1.4928041730209176,0.0066,0.04768738482540648
1721090759.8603704,-0.07886779447432248,1.4959883063314823,0.006200000000000001,0.03980060537797423
1721090759.9604292,-0.028915666620566716,1.4956225597908501,0.005200000000000001,0.03690903871591756
1721090760.0603762,-0.056883937400345544,1.4983973286504702,0.0054,0.031220644975883005
1721090760.1604025,-0.16182651630649683,1.4985000459691795,0.0058000000000000005,0.01503799334523332
1721090760.2603843,-0.08874671112243562,1.4990537393383365,0.0066,0.006163322232989759
1721090760.3603451,0.2380634836697295,1.5020506775233986,0.0058000000000000005,0.02996967059996271
1721090760.4604409,-0.20747036203672237,1.5026666312020371,0.0054,0.00922263439629047
1721090760.560449,0.14209980318779475,1.505009752732263,0.0068000000000000005,0.023432614715069945
1721090760.6603646,-0.08603876522630576,1.506311756565853,0.0054,0.01482873819243937
1721090760.7603266,-0.009244376247399214,1.5050642592158894,0.006200000000000001,0.013904300567699448
1721090760.8603008,0.11814172113557858,1.5075232053479701,0.0058000000000000005,0.025718472681257307
1721090760.9604864,-0.1467687636801364,1.5079871155149502,0.006,0.011041596313243666
1721090761.0603845,0.2738528062069068,1.504812228479411,0.0058000000000000005,0.038426876933934345
1721090761.1603813,-0.05647218834909651,1.5016488237507029,0.006200000000000001,0.032779658099024694
1721090761.2604036,-0.00042049812511602003,1.4988594275875058,0.0068000000000000005,0.03273760828651309
1721090761.3603003,-0.15327485475937583,1.499043333876173,0.0068000000000000005,0.01741012281057551
1721090761.4603944,0.018024982015498042,1.4979027760387733,0.0074,0.019212621012125314
1721090761.560339,0.09473532637955397,1.495367496794203,0.0066,0.02868615365008071
1721090761.6603677,0.17732663318604283,1.4907271143883631,0.0074,0.046418816968684995
1721090761.7603197,-0.11632236106609954,1.4872831233608503,0.0068000000000000005,0.03478658086207504
1721090761.8603458,-0.14587825982767136,1.4855168785684938,0.006200000000000001,0.020198754879307904
1721090761.9604201,0.1167943308877227,1.4827598279405265,0.0066,0.031878187968080174
1721090762.0604086,0.09858273605723382,1.4786664901918571,0.0066,0.041736461573803556
1721090762.160415,-0.12176520756036989,1.475786179203898,0.0058000000000000005,0.029559940817766566
1721090762.26046,0.20228099470338368,1.4708474738961466,0.007,0.049788040288104934
1721090762.3603935,0.1412009812253058,1.4644597386040266,0.0076,0.06390813841063551
1721090762.4604037,-0.1374957372821641,1.4596504716181364,0.005200000000000001,0.0501585646824191
1721090762.5604026,-0.07380748086077062,1.4554366940813876,0.006,0.04277781659634204
1721090762.660438,0.387665547709982,1.447382784979514,0.0058000000000000005,0.08154437136734025
1721090762.7604213,-0.006820212577839102,1.4393193359139398,0.0068000000000000005,0.08086235010955634
1721090762.8604763,-0.08660793181457183,1.4321006709340913,0.006,0.07220155692809915
1721090762.960421,0.17417753244295467,1.4232163986560042,0.0074,0.08961931017239462
1721090763.0604172,-0.29941555065069475,1.4173487724997338,0.0058000000000000005,0.05967775510732514
1721090763.1604037,0.3422580413446487,1.40796282780352,0.006200000000000001,0.09390355924179002
1721090763.2602646,-0.31930865273918074,1.4017680545878217,0.006,0.06197269396787194
1721090763.3605423,0.37333073337431,1.3919114138965256,0.0068000000000000005,0.09930576730530294
1721090763.4602742,0.01968319831191112,1.3819003487642758,0.0066,0.10127408713649405
1721090763.560401,-0.2750417290890962,1.3747420833873152,0.0066,0.07376991422758443
1721090763.6625566,0.05727017477732327,1.366854152061139,0.0068000000000000005,0.07949693170531676
1721090763.7604167,0.06171304762050342,1.3585460843384658,0.0068000000000000005,0.0856682364673671
1721090763.8603117,0.25251901106165875,1.3474616107557564,0.0074,0.11092013757353297
1721090763.960279,-0.07513399844985391,1.3371853082943028,0.0074,0.10340673772854758
1721090764.06067,-0.02199919547492088,1.3270928318967887,0.0066,0.1012068181810555
1721090764.1603606,-0.18786600362676334,1.3188756192711064,0.007,0.08242021781837916
1721090764.260592,-0.2871909588961735,1.3135964016289718,0.006200000000000001,0.05370112192876181
1721090764.36058,0.198526466313656,1.3068469882583242,0.006,0.07355376856012741
1721090764.460715,-0.005758585153496781,1.2997507439296418,0.0068000000000000005,0.07297791004477773
1721090764.5606666,-0.171284390845408,1.2954436717040998,0.0058000000000000005,0.05584947096023693
