time,/actor1/acceleration_data,/actor1/distance_data,/actor1/imu_data,/actor1/velocity_data
1721061061.0275679,-0.9935305458578952,0.29585213037063574,0.006,0.09333680028563232
1721061061.127545,-0.7692207908041073,0.298493283949843,0.006200000000000001,0.016414721205221576
1721061061.2275648,0.15191159687611033,0.30395743029935296,0.0068000000000000005,0.03160588089283261
1721061061.3275814,-0.2675948391228989,0.3151176298428885,0.006,0.004846396980542721
1721061061.4278042,0.2668767275911519,0.3183350342705956,0.0058000000000000005,0.03153406973965791
1721061061.5276542,-0.24446909643015302,0.3206861870555159,0.007,0.007087160096642604
1721061061.627484,0.21359618336270522,0.32423472324152763,0.006,0.028446778432913124
1721061061.7277033,-0.02345273370465275,0.32443563563917927,0.0068000000000000005,0.02610150506244785
1721061061.8275843,-0.09287441397162452,0.3232437562485412,0.006200000000000001,0.016814063665285397
1721061061.9275086,-0.030586462248091834,0.3230774013808292,0.0068000000000000005,0.013755417440476213
1721061062.027444,-0.07490024563066505,0.32509238807328394,0.0066,0.006265392877409708
1721061062.1277752,0.04259966847892325,0.3282346684088276,0.006,0.010525359725302033
1721061062.2278137,0.05259813362949632,0.3277533266292839,0.0054,0.015785173088251666
1721061062.3280108,0.07347951891363218,0.3307049028244886,0.006200000000000001,0.023133124979614884
1721061062.4279737,0.18954948235592284,0.33048849479543446,0.006,0.04208807321520717
1721061062.5276248,-0.1291803159696129,0.332392145551569,0.006,0.029170041618245875
1721061062.6276312,0.010778910970801123,0.3346136691680336,0.0068000000000000005,0.030247932715325988
1721061062.7279172,-0.07085863313471323,0.33593925855378115,0.0066,0.023162069401854665
1721061062.8280554,-0.01797762200281123,0.33632724096936223,0.0058000000000000005,0.02136430720157354
1721061062.927531,0.04697207160600823,0.33606284016367177,0.005200000000000001,0.026061514362174364
1721061063.0275817,-0.13391406754702817,0.33563733969966386,0.006,0.012670107607471547
1721061063.1274629,0.05420449909670678,0.3342290826728265,0.0068000000000000005,0.018090557517142225
1721061063.2275815,0.01614402208304,0.3319328420911053,0.005200000000000001,0.019704959725446225
1721061063.3275373,0.02324635824524652,0.3277552827542022,0.0068000000000000005,0.022029595549970877
1721061063.4275515,0.1755753048439242,0.32663711947178714,0.0066,0.0395871260343633
1721061063.5275626,-0.07828962128375631,0.3236185161679075,0.0054,0.031758163905987666
1721061063.6278706,0.09799766554726176,0.32138511584073715,0.006,0.04155793046071384
1721061063.7278972,0.25090069636132284,0.31924982824841286,0.0066,0.06664800009684613
1721061063.8276277,-0.05142059908825061,0.320517632561419,0.006200000000000001,0.061505940188021066
1721061063.9277205,-0.23687634120694953,0.3199157142222771,0.006200000000000001,0.03781830606732611
1721061064.027695,-0.02728476337114323,0.32084293446206386,0.0058000000000000005,0.03508982973021179
1721061064.1273396,-0.021929529560946945,0.3189585495202008,0.006,0.032896876774117095
1721061064.2274196,0.29796236153801586,0.31730227862015187,0.006,0.06269311292791868
1721061064.3274264,0.05472785462516519,0.3136564425440659,0.006200000000000001,0.0681658983904352
1721061064.427388,-0.0574106180953797,0.3108186538932183,0.005200000000000001,0.06242483658089723
1721061064.5273347,0.06321720358272997,0.30666298727186303,0.006,0.06874655693917023
