PING 10.42.0.3 (10.42.0.3) 56(84) bytes of data.
64 bytes from 10.42.0.3: icmp_seq=43 ttl=64 time=1.14 ms
64 bytes from 10.42.0.3: icmp_seq=44 ttl=64 time=1.14 ms
64 bytes from 10.42.0.3: icmp_seq=45 ttl=64 time=6.53 ms
64 bytes from 10.42.0.3: icmp_seq=46 ttl=64 time=1.19 ms
64 bytes from 10.42.0.3: icmp_seq=47 ttl=64 time=1.21 ms
64 bytes from 10.42.0.3: icmp_seq=48 ttl=64 time=1.36 ms
64 bytes from 10.42.0.3: icmp_seq=49 ttl=64 time=6.63 ms
64 bytes from 10.42.0.3: icmp_seq=50 ttl=64 time=5.10 ms
64 bytes from 10.42.0.3: icmp_seq=51 ttl=64 time=2.89 ms
64 bytes from 10.42.0.3: icmp_seq=52 ttl=64 time=1.39 ms
64 bytes from 10.42.0.3: icmp_seq=53 ttl=64 time=3.85 ms
64 bytes from 10.42.0.3: icmp_seq=54 ttl=64 time=2.04 ms
64 bytes from 10.42.0.3: icmp_seq=55 ttl=64 time=1.17 ms
64 bytes from 10.42.0.3: icmp_seq=56 ttl=64 time=1.22 ms
64 bytes from 10.42.0.3: icmp_seq=57 ttl=64 time=1.42 ms
64 bytes from 10.42.0.3: icmp_seq=58 ttl=64 time=1.87 ms
64 bytes from 10.42.0.3: icmp_seq=59 ttl=64 time=5.49 ms
64 bytes from 10.42.0.3: icmp_seq=60 ttl=64 time=1.31 ms
64 bytes from 10.42.0.3: icmp_seq=61 ttl=64 time=1.71 ms
64 bytes from 10.42.0.3: icmp_seq=62 ttl=64 time=1.71 ms
64 bytes from 10.42.0.3: icmp_seq=63 ttl=64 time=1.47 ms
64 bytes from 10.42.0.3: icmp_seq=64 ttl=64 time=1.75 ms
64 bytes from 10.42.0.3: icmp_seq=65 ttl=64 time=1.45 ms
64 bytes from 10.42.0.3: icmp_seq=66 ttl=64 time=6.54 ms
64 bytes from 10.42.0.3: icmp_seq=67 ttl=64 time=5.51 ms
64 bytes from 10.42.0.3: icmp_seq=68 ttl=64 time=1.64 ms
64 bytes from 10.42.0.3: icmp_seq=69 ttl=64 time=1.66 ms
64 bytes from 10.42.0.3: icmp_seq=70 ttl=64 time=2.02 ms
64 bytes from 10.42.0.3: icmp_seq=71 ttl=64 time=9.58 ms
64 bytes from 10.42.0.3: icmp_seq=72 ttl=64 time=1.59 ms
64 bytes from 10.42.0.3: icmp_seq=73 ttl=64 time=6.08 ms
64 bytes from 10.42.0.3: icmp_seq=74 ttl=64 time=1.98 ms
64 bytes from 10.42.0.3: icmp_seq=75 ttl=64 time=2.70 ms
64 bytes from 10.42.0.3: icmp_seq=76 ttl=64 time=7.04 ms
64 bytes from 10.42.0.3: icmp_seq=77 ttl=64 time=3.20 ms
64 bytes from 10.42.0.3: icmp_seq=78 ttl=64 time=1.68 ms
64 bytes from 10.42.0.3: icmp_seq=79 ttl=64 time=1.66 ms
64 bytes from 10.42.0.3: icmp_seq=80 ttl=64 time=3.85 ms
64 bytes from 10.42.0.3: icmp_seq=81 ttl=64 time=5.05 ms
64 bytes from 10.42.0.3: icmp_seq=82 ttl=64 time=1.66 ms
64 bytes from 10.42.0.3: icmp_seq=83 ttl=64 time=1.44 ms
64 bytes from 10.42.0.3: icmp_seq=84 ttl=64 time=2.28 ms
64 bytes from 10.42.0.3: icmp_seq=85 ttl=64 time=1.23 ms
64 bytes from 10.42.0.3: icmp_seq=86 ttl=64 time=2.00 ms
64 bytes from 10.42.0.3: icmp_seq=87 ttl=64 time=5.27 ms
64 bytes from 10.42.0.3: icmp_seq=88 ttl=64 time=7.33 ms
64 bytes from 10.42.0.3: icmp_seq=89 ttl=64 time=1.55 ms
64 bytes from 10.42.0.3: icmp_seq=90 ttl=64 time=2.62 ms
64 bytes from 10.42.0.3: icmp_seq=91 ttl=64 time=1.83 ms
64 bytes from 10.42.0.3: icmp_seq=92 ttl=64 time=1.75 ms
64 bytes from 10.42.0.3: icmp_seq=93 ttl=64 time=1.32 ms
64 bytes from 10.42.0.3: icmp_seq=94 ttl=64 time=2.85 ms
64 bytes from 10.42.0.3: icmp_seq=95 ttl=64 time=3.83 ms
64 bytes from 10.42.0.3: icmp_seq=96 ttl=64 time=1.43 ms
64 bytes from 10.42.0.3: icmp_seq=97 ttl=64 time=2.95 ms
64 bytes from 10.42.0.3: icmp_seq=98 ttl=64 time=1.30 ms
64 bytes from 10.42.0.3: icmp_seq=99 ttl=64 time=1.42 ms
64 bytes from 10.42.0.3: icmp_seq=100 ttl=64 time=8.35 ms
64 bytes from 10.42.0.3: icmp_seq=101 ttl=64 time=6.75 ms
64 bytes from 10.42.0.3: icmp_seq=102 ttl=64 time=2.68 ms
64 bytes from 10.42.0.3: icmp_seq=103 ttl=64 time=1.76 ms
64 bytes from 10.42.0.3: icmp_seq=104 ttl=64 time=1.53 ms
64 bytes from 10.42.0.3: icmp_seq=105 ttl=64 time=6.56 ms
64 bytes from 10.42.0.3: icmp_seq=106 ttl=64 time=5.49 ms
64 bytes from 10.42.0.3: icmp_seq=107 ttl=64 time=1.29 ms
64 bytes from 10.42.0.3: icmp_seq=108 ttl=64 time=1.23 ms
64 bytes from 10.42.0.3: icmp_seq=109 ttl=64 time=2.43 ms
64 bytes from 10.42.0.3: icmp_seq=110 ttl=64 time=1.19 ms
64 bytes from 10.42.0.3: icmp_seq=111 ttl=64 time=1.36 ms
64 bytes from 10.42.0.3: icmp_seq=112 ttl=64 time=8.12 ms
64 bytes from 10.42.0.3: icmp_seq=113 ttl=64 time=3.12 ms
64 bytes from 10.42.0.3: icmp_seq=114 ttl=64 time=1.25 ms
64 bytes from 10.42.0.3: icmp_seq=115 ttl=64 time=2.16 ms
64 bytes from 10.42.0.3: icmp_seq=116 ttl=64 time=1.62 ms
64 bytes from 10.42.0.3: icmp_seq=117 ttl=64 time=6.59 ms
64 bytes from 10.42.0.3: icmp_seq=118 ttl=64 time=4.03 ms
64 bytes from 10.42.0.3: icmp_seq=119 ttl=64 time=1.25 ms
64 bytes from 10.42.0.3: icmp_seq=120 ttl=64 time=1.24 ms
64 bytes from 10.42.0.3: icmp_seq=121 ttl=64 time=6.14 ms
64 bytes from 10.42.0.3: icmp_seq=122 ttl=64 time=2.06 ms
64 bytes from 10.42.0.3: icmp_seq=123 ttl=64 time=1.60 ms
64 bytes from 10.42.0.3: icmp_seq=124 ttl=64 time=1.48 ms
64 bytes from 10.42.0.3: icmp_seq=125 ttl=64 time=3.22 ms
64 bytes from 10.42.0.3: icmp_seq=126 ttl=64 time=3.23 ms
64 bytes from 10.42.0.3: icmp_seq=127 ttl=64 time=3.15 ms
64 bytes from 10.42.0.3: icmp_seq=128 ttl=64 time=7.13 ms
64 bytes from 10.42.0.3: icmp_seq=129 ttl=64 time=4.63 ms
64 bytes from 10.42.0.3: icmp_seq=130 ttl=64 time=3.33 ms
64 bytes from 10.42.0.3: icmp_seq=131 ttl=64 time=5.40 ms
64 bytes from 10.42.0.3: icmp_seq=132 ttl=64 time=1.67 ms
64 bytes from 10.42.0.3: icmp_seq=133 ttl=64 time=2.45 ms
64 bytes from 10.42.0.3: icmp_seq=134 ttl=64 time=1.53 ms
64 bytes from 10.42.0.3: icmp_seq=135 ttl=64 time=2.80 ms
64 bytes from 10.42.0.3: icmp_seq=136 ttl=64 time=1.15 ms
64 bytes from 10.42.0.3: icmp_seq=137 ttl=64 time=3.75 ms
64 bytes from 10.42.0.3: icmp_seq=138 ttl=64 time=1.45 ms
64 bytes from 10.42.0.3: icmp_seq=139 ttl=64 time=3.65 ms
64 bytes from 10.42.0.3: icmp_seq=140 ttl=64 time=4.87 ms
64 bytes from 10.42.0.3: icmp_seq=141 ttl=64 time=1.96 ms
64 bytes from 10.42.0.3: icmp_seq=142 ttl=64 time=1.15 ms
64 bytes from 10.42.0.3: icmp_seq=143 ttl=64 time=2.56 ms
64 bytes from 10.42.0.3: icmp_seq=144 ttl=64 time=6.78 ms
64 bytes from 10.42.0.3: icmp_seq=145 ttl=64 time=3.26 ms
64 bytes from 10.42.0.3: icmp_seq=146 ttl=64 time=1.21 ms
64 bytes from 10.42.0.3: icmp_seq=147 ttl=64 time=1.67 ms
64 bytes from 10.42.0.3: icmp_seq=148 ttl=64 time=2.24 ms
64 bytes from 10.42.0.3: icmp_seq=149 ttl=64 time=1.34 ms
64 bytes from 10.42.0.3: icmp_seq=150 ttl=64 time=1.90 ms
64 bytes from 10.42.0.3: icmp_seq=151 ttl=64 time=1.81 ms
64 bytes from 10.42.0.3: icmp_seq=152 ttl=64 time=1.28 ms
64 bytes from 10.42.0.3: icmp_seq=153 ttl=64 time=1.49 ms
64 bytes from 10.42.0.3: icmp_seq=154 ttl=64 time=3.86 ms
64 bytes from 10.42.0.3: icmp_seq=155 ttl=64 time=1.97 ms
64 bytes from 10.42.0.3: icmp_seq=156 ttl=64 time=1.28 ms
64 bytes from 10.42.0.3: icmp_seq=157 ttl=64 time=1.23 ms
64 bytes from 10.42.0.3: icmp_seq=158 ttl=64 time=1.13 ms
64 bytes from 10.42.0.3: icmp_seq=159 ttl=64 time=1.10 ms
64 bytes from 10.42.0.3: icmp_seq=160 ttl=64 time=2.12 ms
64 bytes from 10.42.0.3: icmp_seq=161 ttl=64 time=3.30 ms
64 bytes from 10.42.0.3: icmp_seq=162 ttl=64 time=5.78 ms
