PING 10.42.0.3 (10.42.0.3) 56(84) bytes of data.
64 bytes from 10.42.0.3: icmp_seq=39 ttl=64 time=1.19 ms
64 bytes from 10.42.0.3: icmp_seq=40 ttl=64 time=2.31 ms
64 bytes from 10.42.0.3: icmp_seq=41 ttl=64 time=6.93 ms
64 bytes from 10.42.0.3: icmp_seq=42 ttl=64 time=1.23 ms
64 bytes from 10.42.0.3: icmp_seq=43 ttl=64 time=1.55 ms
64 bytes from 10.42.0.3: icmp_seq=44 ttl=64 time=6.36 ms
64 bytes from 10.42.0.3: icmp_seq=45 ttl=64 time=1.34 ms
64 bytes from 10.42.0.3: icmp_seq=46 ttl=64 time=1.55 ms
64 bytes from 10.42.0.3: icmp_seq=47 ttl=64 time=4.42 ms
64 bytes from 10.42.0.3: icmp_seq=48 ttl=64 time=2.60 ms
64 bytes from 10.42.0.3: icmp_seq=49 ttl=64 time=3.23 ms
64 bytes from 10.42.0.3: icmp_seq=50 ttl=64 time=1.17 ms
64 bytes from 10.42.0.3: icmp_seq=51 ttl=64 time=2.35 ms
64 bytes from 10.42.0.3: icmp_seq=52 ttl=64 time=1.82 ms
64 bytes from 10.42.0.3: icmp_seq=53 ttl=64 time=10.6 ms
64 bytes from 10.42.0.3: icmp_seq=54 ttl=64 time=1.82 ms
64 bytes from 10.42.0.3: icmp_seq=55 ttl=64 time=1.39 ms
64 bytes from 10.42.0.3: icmp_seq=56 ttl=64 time=1.86 ms
64 bytes from 10.42.0.3: icmp_seq=57 ttl=64 time=6.35 ms
64 bytes from 10.42.0.3: icmp_seq=58 ttl=64 time=4.09 ms
64 bytes from 10.42.0.3: icmp_seq=59 ttl=64 time=1.16 ms
64 bytes from 10.42.0.3: icmp_seq=60 ttl=64 time=3.76 ms
64 bytes from 10.42.0.3: icmp_seq=61 ttl=64 time=1.31 ms
64 bytes from 10.42.0.3: icmp_seq=62 ttl=64 time=4.88 ms
64 bytes from 10.42.0.3: icmp_seq=63 ttl=64 time=1.22 ms
64 bytes from 10.42.0.3: icmp_seq=64 ttl=64 time=1.26 ms
64 bytes from 10.42.0.3: icmp_seq=65 ttl=64 time=4.20 ms
64 bytes from 10.42.0.3: icmp_seq=66 ttl=64 time=1.48 ms
64 bytes from 10.42.0.3: icmp_seq=67 ttl=64 time=1.13 ms
64 bytes from 10.42.0.3: icmp_seq=68 ttl=64 time=14.0 ms
64 bytes from 10.42.0.3: icmp_seq=69 ttl=64 time=1.21 ms
64 bytes from 10.42.0.3: icmp_seq=70 ttl=64 time=2.62 ms
64 bytes from 10.42.0.3: icmp_seq=71 ttl=64 time=5.86 ms
64 bytes from 10.42.0.3: icmp_seq=72 ttl=64 time=8.44 ms
64 bytes from 10.42.0.3: icmp_seq=73 ttl=64 time=11.9 ms
64 bytes from 10.42.0.3: icmp_seq=74 ttl=64 time=3.98 ms
64 bytes from 10.42.0.3: icmp_seq=75 ttl=64 time=10.1 ms
64 bytes from 10.42.0.3: icmp_seq=76 ttl=64 time=1.62 ms
64 bytes from 10.42.0.3: icmp_seq=77 ttl=64 time=5.56 ms
64 bytes from 10.42.0.3: icmp_seq=78 ttl=64 time=1.11 ms
64 bytes from 10.42.0.3: icmp_seq=79 ttl=64 time=7.13 ms
64 bytes from 10.42.0.3: icmp_seq=80 ttl=64 time=7.91 ms
64 bytes from 10.42.0.3: icmp_seq=81 ttl=64 time=1.56 ms
64 bytes from 10.42.0.3: icmp_seq=82 ttl=64 time=2.67 ms
64 bytes from 10.42.0.3: icmp_seq=83 ttl=64 time=1.62 ms
64 bytes from 10.42.0.3: icmp_seq=84 ttl=64 time=1.12 ms
64 bytes from 10.42.0.3: icmp_seq=85 ttl=64 time=5.09 ms
64 bytes from 10.42.0.3: icmp_seq=86 ttl=64 time=2.01 ms
64 bytes from 10.42.0.3: icmp_seq=87 ttl=64 time=9.73 ms
64 bytes from 10.42.0.3: icmp_seq=88 ttl=64 time=2.76 ms
64 bytes from 10.42.0.3: icmp_seq=89 ttl=64 time=4.99 ms
64 bytes from 10.42.0.3: icmp_seq=90 ttl=64 time=1.31 ms
64 bytes from 10.42.0.3: icmp_seq=91 ttl=64 time=3.34 ms
64 bytes from 10.42.0.3: icmp_seq=92 ttl=64 time=1.14 ms
64 bytes from 10.42.0.3: icmp_seq=93 ttl=64 time=1.88 ms
64 bytes from 10.42.0.3: icmp_seq=94 ttl=64 time=2.30 ms
64 bytes from 10.42.0.3: icmp_seq=95 ttl=64 time=3.98 ms
64 bytes from 10.42.0.3: icmp_seq=96 ttl=64 time=1.48 ms
64 bytes from 10.42.0.3: icmp_seq=97 ttl=64 time=2.16 ms
64 bytes from 10.42.0.3: icmp_seq=98 ttl=64 time=1.68 ms
64 bytes from 10.42.0.3: icmp_seq=99 ttl=64 time=4.53 ms
64 bytes from 10.42.0.3: icmp_seq=100 ttl=64 time=18.4 ms
64 bytes from 10.42.0.3: icmp_seq=101 ttl=64 time=2.14 ms
64 bytes from 10.42.0.3: icmp_seq=102 ttl=64 time=1.78 ms
64 bytes from 10.42.0.3: icmp_seq=103 ttl=64 time=3.39 ms
64 bytes from 10.42.0.3: icmp_seq=104 ttl=64 time=8.72 ms
64 bytes from 10.42.0.3: icmp_seq=105 ttl=64 time=5.40 ms
64 bytes from 10.42.0.3: icmp_seq=106 ttl=64 time=1.73 ms
64 bytes from 10.42.0.3: icmp_seq=107 ttl=64 time=1.19 ms
64 bytes from 10.42.0.3: icmp_seq=108 ttl=64 time=4.62 ms
64 bytes from 10.42.0.3: icmp_seq=109 ttl=64 time=8.52 ms
64 bytes from 10.42.0.3: icmp_seq=110 ttl=64 time=1.64 ms
64 bytes from 10.42.0.3: icmp_seq=111 ttl=64 time=6.87 ms
64 bytes from 10.42.0.3: icmp_seq=112 ttl=64 time=1.72 ms
