PING 10.42.0.3 (10.42.0.3) 56(84) bytes of data.
64 bytes from 10.42.0.3: icmp_seq=32 ttl=64 time=1.05 ms
64 bytes from 10.42.0.3: icmp_seq=33 ttl=64 time=0.943 ms
64 bytes from 10.42.0.3: icmp_seq=34 ttl=64 time=12.0 ms
64 bytes from 10.42.0.3: icmp_seq=35 ttl=64 time=1.69 ms
64 bytes from 10.42.0.3: icmp_seq=36 ttl=64 time=179 ms
64 bytes from 10.42.0.3: icmp_seq=37 ttl=64 time=4.96 ms
64 bytes from 10.42.0.3: icmp_seq=38 ttl=64 time=1.10 ms
64 bytes from 10.42.0.3: icmp_seq=39 ttl=64 time=1.02 ms
64 bytes from 10.42.0.3: icmp_seq=40 ttl=64 time=1.07 ms
64 bytes from 10.42.0.3: icmp_seq=41 ttl=64 time=4.13 ms
64 bytes from 10.42.0.3: icmp_seq=42 ttl=64 time=3.43 ms
64 bytes from 10.42.0.3: icmp_seq=43 ttl=64 time=1.87 ms
64 bytes from 10.42.0.3: icmp_seq=44 ttl=64 time=2.48 ms
64 bytes from 10.42.0.3: icmp_seq=45 ttl=64 time=1.05 ms
64 bytes from 10.42.0.3: icmp_seq=46 ttl=64 time=1.11 ms
64 bytes from 10.42.0.3: icmp_seq=47 ttl=64 time=1.16 ms
64 bytes from 10.42.0.3: icmp_seq=48 ttl=64 time=1.10 ms
64 bytes from 10.42.0.3: icmp_seq=49 ttl=64 time=1.11 ms
64 bytes from 10.42.0.3: icmp_seq=50 ttl=64 time=1.18 ms
64 bytes from 10.42.0.3: icmp_seq=51 ttl=64 time=23.1 ms
64 bytes from 10.42.0.3: icmp_seq=52 ttl=64 time=3.35 ms
64 bytes from 10.42.0.3: icmp_seq=53 ttl=64 time=1.11 ms
64 bytes from 10.42.0.3: icmp_seq=54 ttl=64 time=2.05 ms
64 bytes from 10.42.0.3: icmp_seq=55 ttl=64 time=1.30 ms
64 bytes from 10.42.0.3: icmp_seq=56 ttl=64 time=1.59 ms
64 bytes from 10.42.0.3: icmp_seq=57 ttl=64 time=1.02 ms
64 bytes from 10.42.0.3: icmp_seq=58 ttl=64 time=1.23 ms
64 bytes from 10.42.0.3: icmp_seq=59 ttl=64 time=130 ms
64 bytes from 10.42.0.3: icmp_seq=60 ttl=64 time=1.29 ms
64 bytes from 10.42.0.3: icmp_seq=61 ttl=64 time=0.982 ms
64 bytes from 10.42.0.3: icmp_seq=62 ttl=64 time=2.05 ms
64 bytes from 10.42.0.3: icmp_seq=63 ttl=64 time=1.68 ms
64 bytes from 10.42.0.3: icmp_seq=64 ttl=64 time=1.93 ms
64 bytes from 10.42.0.3: icmp_seq=65 ttl=64 time=1.63 ms
64 bytes from 10.42.0.3: icmp_seq=66 ttl=64 time=1.95 ms
64 bytes from 10.42.0.3: icmp_seq=67 ttl=64 time=6.17 ms
64 bytes from 10.42.0.3: icmp_seq=68 ttl=64 time=9.72 ms
64 bytes from 10.42.0.3: icmp_seq=69 ttl=64 time=2.44 ms
64 bytes from 10.42.0.3: icmp_seq=70 ttl=64 time=1.38 ms
64 bytes from 10.42.0.3: icmp_seq=71 ttl=64 time=5.72 ms
64 bytes from 10.42.0.3: icmp_seq=72 ttl=64 time=1.05 ms
64 bytes from 10.42.0.3: icmp_seq=73 ttl=64 time=1.03 ms
64 bytes from 10.42.0.3: icmp_seq=74 ttl=64 time=4.20 ms
64 bytes from 10.42.0.3: icmp_seq=75 ttl=64 time=1.11 ms
64 bytes from 10.42.0.3: icmp_seq=76 ttl=64 time=2.13 ms
64 bytes from 10.42.0.3: icmp_seq=77 ttl=64 time=1.17 ms
64 bytes from 10.42.0.3: icmp_seq=78 ttl=64 time=1.17 ms
64 bytes from 10.42.0.3: icmp_seq=79 ttl=64 time=2.84 ms
64 bytes from 10.42.0.3: icmp_seq=80 ttl=64 time=2.10 ms
64 bytes from 10.42.0.3: icmp_seq=81 ttl=64 time=16.0 ms
64 bytes from 10.42.0.3: icmp_seq=82 ttl=64 time=41.6 ms
64 bytes from 10.42.0.3: icmp_seq=83 ttl=64 time=0.952 ms
64 bytes from 10.42.0.3: icmp_seq=84 ttl=64 time=1.08 ms
64 bytes from 10.42.0.3: icmp_seq=85 ttl=64 time=11.8 ms
64 bytes from 10.42.0.3: icmp_seq=86 ttl=64 time=7.45 ms
64 bytes from 10.42.0.3: icmp_seq=87 ttl=64 time=1.21 ms
64 bytes from 10.42.0.3: icmp_seq=88 ttl=64 time=12.0 ms
64 bytes from 10.42.0.3: icmp_seq=89 ttl=64 time=1.14 ms
64 bytes from 10.42.0.3: icmp_seq=90 ttl=64 time=1.35 ms
64 bytes from 10.42.0.3: icmp_seq=91 ttl=64 time=1.00 ms
64 bytes from 10.42.0.3: icmp_seq=92 ttl=64 time=1.12 ms
64 bytes from 10.42.0.3: icmp_seq=93 ttl=64 time=1.32 ms
64 bytes from 10.42.0.3: icmp_seq=94 ttl=64 time=1.12 ms
64 bytes from 10.42.0.3: icmp_seq=95 ttl=64 time=1.13 ms
64 bytes from 10.42.0.3: icmp_seq=96 ttl=64 time=1.85 ms
64 bytes from 10.42.0.3: icmp_seq=97 ttl=64 time=127 ms
64 bytes from 10.42.0.3: icmp_seq=98 ttl=64 time=1.74 ms
64 bytes from 10.42.0.3: icmp_seq=99 ttl=64 time=1.39 ms
64 bytes from 10.42.0.3: icmp_seq=100 ttl=64 time=1.46 ms
64 bytes from 10.42.0.3: icmp_seq=101 ttl=64 time=1.04 ms
64 bytes from 10.42.0.3: icmp_seq=102 ttl=64 time=1.06 ms
64 bytes from 10.42.0.3: icmp_seq=103 ttl=64 time=1.25 ms
64 bytes from 10.42.0.3: icmp_seq=104 ttl=64 time=1.11 ms
64 bytes from 10.42.0.3: icmp_seq=105 ttl=64 time=1.09 ms
64 bytes from 10.42.0.3: icmp_seq=106 ttl=64 time=1.09 ms
64 bytes from 10.42.0.3: icmp_seq=107 ttl=64 time=1.06 ms
64 bytes from 10.42.0.3: icmp_seq=108 ttl=64 time=1.07 ms
64 bytes from 10.42.0.3: icmp_seq=109 ttl=64 time=1.17 ms
64 bytes from 10.42.0.3: icmp_seq=110 ttl=64 time=1.15 ms
64 bytes from 10.42.0.3: icmp_seq=111 ttl=64 time=1.17 ms
64 bytes from 10.42.0.3: icmp_seq=112 ttl=64 time=1.08 ms
