time,/actor2/velocity_data,/actor2/acceleration_data,/actor2/imu_data
1720899324.0564144,0.07271469066990555,-0.12242644405193015,-0.002
1720899324.1564026,0.08226225868731118,0.09547568017405639,-0.0012000000000000001
1720899324.256072,0.07296212563422522,-0.09300133053085968,-0.002
1720899324.3563676,0.06198998347925336,-0.10972142154971859,-0.0014
1720899324.4562163,0.07513699861057675,0.13147015131323395,-0.0012000000000000001
1720899324.556301,0.046945545042027095,-0.28191453568549657,-0.0018000000000000002
1720899324.656452,0.02075612536369962,-0.26189419678327475,0.0004
1720899324.7563558,0.01443978981926807,-0.06316335544431549,-0.002
1720899324.856832,0.004082865710869794,-0.10356924108398276,-0.0002
1720899324.956648,0.054422537545941334,0.5033967183507154,-0.0014
1720899325.0564084,0.0357211241899465,-0.1870141335599483,-0.0014
1720899325.1562667,0.047642517738167835,0.11921393548221332,-0.0014
1720899325.256249,0.02744668367611562,-0.20195834062052212,-0.0022
1720899325.356244,0.04925049038957021,0.21803806713454588,-0.0014
1720899325.4563413,0.07111089959088635,0.21860409201316133,-0.0004
1720899325.556275,0.04886720001376054,-0.22243699577125803,-0.0012000000000000001
1720899325.656408,0.07696692076921374,0.280997207554532,-0.0026000000000000003
1720899325.75647,0.07164154316373045,-0.053253776054832946,-0.0012000000000000001
1720899325.8563502,0.07664980587930954,0.050082627155790954,-0.0012000000000000001
1720899325.9563346,0.09129366623001368,0.1464386035070414,-0.001
1720899326.0562625,0.09016050420192097,-0.011331620280927157,-0.0014
1720899326.15624,0.11944859470473643,0.29288090502815456,-0.0022
1720899326.2561765,0.1011642001132635,-0.18284394591472922,-0.0018000000000000002
1720899326.3562434,0.11892774644766776,0.1776354633440426,-0.001
1720899326.4561894,0.12367790325600567,0.04750156808337902,-0.0014
1720899326.556166,0.10790532073655561,-0.1577258251945006,-0.001
1720899326.656476,0.0944539766589378,-0.13451344077617805,-0.0012000000000000001
1720899326.7568452,0.0867507392691395,-0.07703237389798306,-0.0006000000000000001
1720899326.856344,0.08288185743362236,-0.03868881835517132,-0.002
1720899326.956385,0.0911796306661783,0.08297773232555941,-0.0018000000000000002
1720899327.0563006,0.08790454557000936,-0.03275085096168945,-0.0022
1720899327.156227,0.07707023633781103,-0.1083430923219833,-0.0012000000000000001
1720899327.2565758,0.08288355305904135,0.058133167212303244,-0.0014
1720899327.3566968,0.09294047276484238,0.10056919705801026,-0.002
1720899327.456803,0.11042381648344643,0.1748334371860405,-0.001
1720899327.5569994,0.09954637838938997,-0.1087743809405646,-0.001
1720899327.6563995,0.10751547858839544,0.07969100199005472,-0.0012000000000000001
1720899327.7563493,0.08193665450925579,-0.2557882407913965,-0.0002
1720899327.8563814,0.11929066036068081,0.3735400585142502,-0.001
1720899327.9568684,0.08290683304997844,-0.3638382731070237,-0.0006000000000000001
1720899328.0567515,0.07744069939087521,-0.054661336591032283,-0.001
1720899328.1564405,0.06974185630082584,-0.07698843090049368,-0.0014
1720899328.2565234,0.0725943756774196,0.02852519376593754,-0.0006000000000000001
1720899328.3564975,0.07643605046447928,0.038416747870596846,-0.0006000000000000001
1720899328.4563057,0.07024733632111223,-0.06188714143367052,-0.0014
1720899328.5563962,0.06572854372246797,-0.04518792598644253,-0.0004
1720899328.656682,0.06620478834096585,0.004762446184978786,0.0
1720899328.756634,0.073198250462383,0.06993462121417146,-0.0022
