time,/actor2/velocity_data,/actor2/acceleration_data,/actor2/imu_data
1720891844.8542805,0.05278189697925295,-0.11890485770430503,-0.001
1720891844.955022,0.06425061197673733,0.11468714997484378,-0.0026000000000000003
1720891845.0546598,0.07940414969691377,0.1515353772017644,-0.0026000000000000003
1720891845.1537452,0.060692841541526966,-0.18711308155386802,-0.002
1720891845.2542605,0.09240862182341529,0.3171578028188832,-0.001
1720891845.3538582,0.09084670386042425,-0.01561917962991044,-0.0018000000000000002
1720891845.4538422,0.07015895379286795,-0.206877500675563,0.0
1720891845.553571,0.056258072393873,-0.13900881398994944,-0.0018000000000000002
1720891845.654148,0.05385424694043865,-0.02403825453434351,-0.0012000000000000001
1720891845.753739,0.05432888967043968,0.004746427300010292,-0.0018000000000000002
1720891845.853972,0.06499470876664885,0.10665819096209173,-0.002
1720891845.9538183,0.06255259359843378,-0.024421151682150755,-0.0014
1720891846.0536656,0.030151599792901725,-0.3240099380553205,-0.0022
1720891846.153646,0.058856689195445004,0.28705089402543277,-0.0014
1720891846.2538192,0.023016030591366574,-0.3584065860407843,-0.0018000000000000002
1720891846.3536956,0.04781258841023107,0.24796557818864493,-0.0012000000000000001
1720891846.4536564,0.017405660505523574,-0.3040692790470749,-0.0004
1720891846.553753,0.012096989080413761,-0.05308671425109813,-0.002
1720891846.6537561,0.013285691161013729,0.011887020805999675,-0.0018000000000000002
1720891846.7536461,0.03089313886276501,0.1760744770175128,-0.0018000000000000002
1720891846.8537462,0.013545152717634484,-0.17347986145130523,-0.0014
1720891846.9537838,0.015895457635961695,0.023503049183272104,-0.0022
1720891847.0537992,0.04759866364763613,0.31703206011674434,-0.001
1720891847.1536238,0.035456599215835986,-0.12142064431800145,-0.0012000000000000001
1720891847.2537735,0.03168885777511552,-0.03767741440720465,-0.0018000000000000002
1720891847.3537042,0.050677062210602065,0.18988204435486544,-0.0026000000000000003
1720891847.4538097,0.05779396274564625,0.07116900535044185,-0.0022
1720891847.5537665,0.05098799238354304,-0.0680597036210321,-0.001
1720891847.6536455,0.06023809973626168,0.0925010735271864,-0.001
1720891847.7537227,0.09054466666896642,0.30306566932704737,-0.0012000000000000001
1720891847.8538163,0.08055340465578495,-0.0999126201318147,-0.0012000000000000001
1720891847.9537868,0.06969589467027919,-0.10857509985505762,-0.0014
1720891848.0537722,0.0861237420391386,0.1642784736885941,-0.0018000000000000002
1720891848.153724,0.08227787666734891,-0.03845865371789686,-0.0002
1720891848.2537692,0.07670370605377753,-0.055741706135713776,-0.0006000000000000001
1720891848.353815,0.06776413999579517,-0.08939566057982365,0.0
1720891848.453849,0.055441035875394715,-0.12323104120400455,-0.0018000000000000002
1720891848.5539486,0.049291916313935695,-0.0614911956145902,-0.0014
1720891848.6538913,0.06924102266364282,0.19949106349707124,-0.001
1720891848.7538247,0.06463599469545062,-0.046050279681922046,-0.0012000000000000001
1720891848.8537476,0.0893321018014259,0.2469610710597528,-0.002
1720891848.9543915,0.08488206032469271,-0.044500414767331825,-0.0014
1720891849.0538619,0.08234918143485814,-0.025328788898345694,-0.0002
1720891849.1541314,0.08327755546858495,0.009283740337268087,-0.0018000000000000002
1720891849.2539873,0.05495438213300902,-0.28323173335575935,-0.0018000000000000002
1720891849.3537257,0.07633064028852955,0.21376258155520536,-0.0022
1720891849.4536905,0.06463812351133776,-0.11692516777191797,-0.0014
1720891849.5537517,0.06669596203002529,0.020578385186875298,-0.002
1720891849.6536705,0.013662828903347395,-0.5303313312667788,-0.0018000000000000002
1720891849.7536461,0.05830182905378457,0.44639000150437175,-0.002
1720891849.8537302,0.06170871915315348,0.034068900993689116,-0.0012000000000000001
1720891849.9536629,0.08375330352727794,0.22044584374124465,-0.001
1720891850.0537338,0.052829144233569304,-0.30924159293708636,-0.0014
1720891850.1536477,0.04340722574568898,-0.09421918487880321,-0.0014
1720891850.2537532,0.062328129884715214,0.1892090413902623,-0.0012000000000000001
1720891850.3537016,0.06438499170754808,0.020568618228328645,-0.0018000000000000002
1720891850.453782,0.05781242550923997,-0.06572566198308108,-0.0018000000000000002
1720891850.5538886,0.062113579524358115,0.04301154015118144,-0.0014
1720891850.6542752,0.06591322234387516,0.037996428195170434,-0.0014
1720891850.7544906,0.05618412107606516,-0.0972910126781,-0.0018000000000000002
1720891850.853946,0.06252296161445109,0.06338840538385931,-0.0012000000000000001
1720891850.95391,0.07593569110186658,0.13412729487415495,-0.0014
1720891851.0542629,0.05083776498335278,-0.250979261185138,-0.0006000000000000001
1720891851.1535513,0.06921917904103633,0.1838141405768355,-0.0006000000000000001
1720891851.2541034,0.08874057068301579,0.19521391641979455,-0.001
1720891851.3538518,0.06275954484063292,-0.2598102584238286,-0.002
1720891851.4537053,0.07100257816052853,0.08243033319895607,-0.0014
1720891851.5541914,0.07252189698698687,0.01519318826458338,-0.0014
1720891851.6537979,0.08573718630408951,0.1321528931710264,-0.0018000000000000002
1720891851.7535682,0.09912765812890492,0.13390471824815411,-0.0026000000000000003
1720891851.8537283,0.0930983274862541,-0.06029330642650821,-0.0018000000000000002
