time,/actor1/acceleration_data,/actor1/velocity_data
1721090815,-0.06920039916,0.0492711496
1721090815,0.2672627487,0.07599742447
1721090815,0.3473147971,0.1107289042
1721090815,0.2431221384,0.135041118
1721090815,0.8912348579,0.2241646038
1721090816,0.3724430943,0.2614089132
1721090816,0.8748413988,0.3488930531
1721090816,0.6374320411,0.4126362572
1721090816,0.9387544053,0.5065116978
1721090816,1.149552141,0.6214669119
1721090816,1.798233322,0.8012902441
1721090816,1.506833601,0.9519736042
1721090816,1.753225061,1.12729611
1721090816,1.729993084,1.300295419
1721090816,1.745901661,1.474885585
1721090817,1.536979472,1.628583532
1721090817,2.086260266,1.837209559
1721090817,1.914506163,2.028660175
1721090817,1.844399619,2.213100137
1721090817,1.292043449,2.342304482
1721090817,1.107725832,2.453077065
1721090817,1.363866272,2.589463692
1721090817,0.1315284972,2.602616542
1721090817,0.1641530125,2.619031843
1721090817,1.274199727,2.746451816
1721090818,1.401167819,2.886568598
1721090818,0.275810941,2.914149692
1721090818,0.01383884093,2.915533576
1721090818,-0.2571122155,2.889822354
1721090818,-0.5764101319,2.832181341
1721090818,-0.0502235783,2.827158983
1721090818,0.4760431285,2.874763296
1721090818,-0.8498440019,2.789778896
1721090818,-0.5814194058,2.731636955
1721090818,1.100898436,2.841726799
1721090819,0.5943181368,2.901158613
1721090819,-2.154648187,2.685693794
1721090819,-0.9650054288,2.589193251
1721090819,1.981121733,2.787305424
1721090819,0.7475878432,2.862064209
1721090819,-0.8140809897,2.78065611
1721090819,-0.2799478628,2.752661323
1721090819,0.6914204348,2.821803367
1721090819,0.4967577482,2.871479142
1721090819,-1.073473298,2.764131812
1721090820,-1.524264019,2.61170541
1721090820,0.03562383673,2.615267794
1721090820,0.2236672874,2.637634522
1721090820,-0.7048382307,2.567150699
1721090820,-0.5032841828,2.516822281
1721090820,-0.1364008643,2.503182195
1721090820,-0.1385886865,2.489323326
1721090820,-0.07639552478,2.481683774
1721090820,-0.3145539835,2.450228375
1721090820,0.6474124302,2.514969618
1721090821,0.7228210547,2.587251724
1721090821,-1.506945389,2.436557185
1721090821,-1.285669419,2.307990243
1721090821,-1.18059885,2.189930358
1721090821,0.4461190578,2.234542264
1721090821,-0.553446285,2.179197635
1721090821,0.2098781244,2.200185448
1721090821,1.303284825,2.33051393
1721090821,-0.3428516303,2.296228767
1721090821,-1.795716397,2.116657127
1721090822,0.3454364863,2.151200776
1721090822,1.443819731,2.295582749
1721090822,-0.1133218405,2.284250565
1721090822,0.2552388615,2.309774451
1721090822,-0.343835258,2.275390925
1721090822,-0.4288825285,2.232502673
1721090822,0.1939331227,2.251895985
1721090822,1.045137775,2.356409762
1721090822,0.0004599359946,2.356455756
1721090822,-0.1313946128,2.343316295
1721090823,0.3725893232,2.380575227
1721090823,0.1029472909,2.390869956
1721090823,0.8059470159,2.471464658
1721090823,1.821245602,2.653589218
1721090823,0.1871024612,2.672299464
1721090823,0.7740235614,2.74970182
1721090823,1.208813467,2.870583167
1721090823,0.1823569904,2.888818866
1721090823,0.6930990667,2.958128773
1721090823,1.360787324,3.094207505
1721090824,-0.5096809417,3.043239411
1721090824,-1.376519279,2.905587483
1721090824,0.01710280328,2.907297763
1721090824,0.906591248,2.997956888
1721090824,0.1031741381,3.008274302
1721090824,0.6402960562,3.072303908
1721090824,0.4394880581,3.116252713
1721090824,0.01968952066,3.118221666
1721090824,0.3095096173,3.149172627
1721090824,-0.2292164305,3.126250984
1721090825,0.4008640842,3.166337393
1721090825,-0.1042018499,3.155917208
1721090825,-0.5710320667,3.098814001
1721090825,-0.6695650054,3.0318575
1721090825,0.02931885889,3.034789386
1721090825,0.7948956829,3.114278955
1721090825,-0.7687732759,3.037401627
1721090825,-0.8784262376,2.949559003
1721090825,-0.1704553438,2.932513469
1721090825,-0.4952050044,2.882992968
1721090826,-1.101665195,2.772826449
1721090826,-0.9683849464,2.675987954
1721090826,-0.6283263603,2.613155318
1721090826,0.5379127481,2.666946593
1721090826,0.2671620049,2.693662794
1721090826,-0.7699971376,2.61666308
1721090826,-0.2732602727,2.589337053
1721090826,-0.4364771035,2.545689342
1721090826,-0.1405759094,2.531631751
1721090826,-0.1268271139,2.51894904
1721090827,-0.7220202283,2.446747017
1721090827,-0.3129748724,2.41544953
1721090827,0.5124711932,2.466696649
1721090827,-0.0274681845,2.463949831
1721090827,-0.3973618534,2.424213645
1721090827,-0.0746393192,2.416749713
1721090827,0.1141504999,2.428164763
1721090827,0.9112909026,2.519293854
1721090827,-0.03281807559,2.516012046
1721090827,-0.2341004221,2.492602004
1721090828,0.6331603493,2.555918039
1721090828,-0.4477169682,2.511146342
1721090828,0.7806943115,2.589215773
1721090828,0.9482155752,2.684037331
1721090828,0.3717875276,2.721216083
1721090828,0.3594684897,2.757162932
1721090828,0.2667723709,2.78384017
1721090828,0.1150806418,2.795348234
1721090828,0.7383096625,2.8691792
1721090828,0.4465965576,2.913838856
1721090829,0.4107998663,2.954918842
1721090829,0.6888231955,3.023801162
1721090829,-1.362605304,2.887540631
1721090829,0.5253019721,2.940070829
1721090829,0.2203302872,2.962103857
1721090829,-0.3707005725,2.9250338
1721090829,-0.9042908283,2.834604717
1721090829,-0.3615447696,2.79845024
1721090829,-0.7854726984,2.71990297
1721090829,0.9085239499,2.810755365
1721090830,-0.3372476638,2.777030599
1721090830,-0.543710548,2.722659544
1721090830,0.2476331135,2.747422856
1721090830,0.7351828302,2.820941139
1721090830,0.1138943145,2.83233057
1721090830,0.8928878029,2.92161935
1721090830,-1.433369201,2.77828243
1721090830,-0.04382019988,2.77390041
1721090830,0.6757838734,2.841478798
1721090830,-0.6472733654,2.776751461
1721090831,-1.201423307,2.65660913
1721090831,-0.3754095904,2.619068171
1721090831,0.4336070659,2.662428878
1721090831,1.253922359,2.787821114
1721090831,-1.336406536,2.65418046
1721090831,-1.058278208,2.548352639
1721090831,0.7274813471,2.621100774
1721090831,0.7804332516,2.699144099
1721090831,0.1882748344,2.717971583
1721090831,-1.143874878,2.603584095
1721090832,-0.7225659322,2.531327502
1721090832,1.901822469,2.721509749
1721090832,1.264945655,2.848004314
1721090832,-1.007874677,2.747216846
1721090832,-0.7646743216,2.670749414
1721090832,-0.200178184,2.650731596
1721090832,0.3457759952,2.685309195
1721090832,-1.050144682,2.580294727
1721090832,-1.464662035,2.433828524
1721090832,-0.2555257515,2.408275949
1721090833,2.015417231,2.609817672
1721090833,2.099821177,2.819799789
