time,/actor1/acceleration_data,/actor1/velocity_data
1721061116,0.1700171224,0.07246376249
1721061116,1.701341752,0.1701341752
1721061116,-0.2468628261,0.1454478926
1721061116,4.367694674,0.4367694674
1721061116,-0.7213192565,0.3646375417
1721061117,9.573733725,0.9573733725
1721061117,-2.660760556,0.6912973169
1721061117,8.91659268,0.891659268
1721061117,14.37961381,2.329620649
1721061117,32.33179839,3.233179839
1721061117,-12.93975016,1.939204823
1721061117,1.068379776,2.0460428
1721061118,44.04392836,4.404392836
1721061118,-20.95480528,2.308912308
1721061118,0.8845534218,2.39736765
1721061118,49.0161929,4.90161929
1721061118,-23.60030442,2.541588848
1721061118,0.4815770764,2.589746555
1721061118,53.05205771,5.305205771
1721061119,53.93131573,5.393131573
1721061119,-26.91838898,2.701292675
1721061119,54.42833541,5.442833541
1721061119,-27.56066918,2.686766623
1721061119,54.07292618,5.407292618
1721061119,54.71224381,5.471224381
1721061120,-29.29737828,2.541486553
1721061120,-1.878802396,2.353606313
1721061120,0.7640413601,2.430010449
1721061120,1.22622681,2.55263313
1721061120,51.51839922,5.151839922
1721061120,51.97994831,5.197994831
1721061120,-25.1019539,2.68779944
1721061120,-1.381609101,2.54963853
1721061121,48.44535748,4.844535748
1721061121,-22.43013268,2.60152248
1721061121,26.83859366,2.683859366
1721061121,23.65999918,5.049859284
1721061121,-25.57449769,2.492409515
1721061121,1.599297743,2.652339289
1721061121,51.52908686,5.152908686
1721061122,51.25397276,5.125397276
1721061122,52.85250172,5.285250172
1721061122,-28.83051874,2.402198298
1721061122,48.95125183,4.895125183
1721061122,-22.59794659,2.635330524
1721061122,51.48128366,5.148128366
1721061123,51.51424958,5.151424958
1721061123,26.47358912,2.647358912
1721061123,-0.8497225128,2.56238666
1721061123,24.52463562,5.014850222
1721061123,25.29282589,2.529282589
1721061123,0.8772218512,2.617004774
1721061123,24.89271912,5.106276685
1721061124,49.09717833,4.909717833
1721061124,52.02363663,5.202363663
1721061124,53.60748571,5.360748571
1721061124,-26.22453692,2.738294879
1721061124,27.77549739,2.777549739
1721061124,0.4981368297,2.827363422
1721061125,-1.039644074,2.723399014
1721061125,-0.2598587038,2.697413144
1721061125,-0.01994153363,2.695418991
1721061125,-0.2083203004,2.674586961
1721061125,-0.09907736561,2.664679224
1721061125,28.67703661,5.532382885
1721061125,56.1269638,5.61269638
1721061125,55.40403567,5.540403567
1721061126,54.27505741,5.427505741
1721061126,52.46087364,5.246087364
1721061126,52.00918329,5.200918329
1721061126,-26.35870235,2.565048093
1721061126,0.5292661026,2.617974704
1721061126,53.07628603,5.307628603
1721061127,53.07874761,5.307874761
1721061127,26.90100745,2.690100745
1721061127,-0.1866219616,2.671438548
1721061127,23.73941276,5.045379824
1721061127,50.66065236,5.066065236
1721061127,-25.45608269,2.520456967
1721061127,-0.7403700026,2.446419967
1721061128,48.80654203,4.880654203
1721061128,47.8726838,4.78726838
1721061128,22.87876503,2.287876503
1721061128,-0.2132085983,2.266555643
1721061128,23.48770918,4.615326562
1721061128,-23.06745303,2.308581259
1721061128,-0.3991878819,2.26866247
1721061129,46.21376366,4.621376366
1721061129,24.01908588,2.401908588
1721061129,8.78E-05,2.401917363
1721061129,-0.6669109319,2.33522627
1721061129,0.009188424758,2.336145112
1721061129,24.76444838,4.81258995
1721061129,48.98623298,4.898623298
1721061130,48.97683149,4.897683149
1721061130,52.01926774,5.201926774
1721061130,-25.71735962,2.630190812
1721061130,-0.1892664616,2.611264166
1721061130,0.7664980992,2.687913976
1721061130,0.7396853122,2.761882507
1721061130,53.12337232,5.312337232
1721061131,52.91734697,5.291734697
1721061131,26.53124308,2.653124308
1721061131,0.3820788038,2.691332188
1721061131,25.03756179,5.195088367
1721061131,-25.59079413,2.636008955
1721061131,0.4411379932,2.680122754
1721061131,26.69110303,2.669110303
1721061132,0.08337015215,2.677447318
1721061132,25.16350123,5.193797441
1721061132,24.78358717,2.478358717
1721061132,1.028726142,2.581231331
1721061132,24.98719384,5.079950715
1721061132,48.1868151,4.81868151
1721061132,50.81183424,5.081183424
1721061133,51.57767589,5.157767589
1721061133,25.14373311,2.514373311
1721061133,1.104624596,2.62483577
1721061133,27.51781458,5.376617228
1721061133,-27.51876641,2.624740588
1721061133,0.08349730968,2.633090318
1721061133,55.46745244,5.546745244
1721061134,54.60224057,5.460224057
1721061134,57.95515827,5.795515827
1721061134,58.18179879,5.818179879
1721061134,58.31240448,5.831240448
1721061134,56.46053694,5.646053694
1721061135,54.91075712,5.491075712
1721061135,-26.02242829,2.888832883
1721061135,29.5224259,2.95224259
1721061135,27.04260628,5.656503218
1721061135,27.77375051,2.777375051
1721061135,0.9018642548,2.867561477
1721061135,29.20364854,5.787926331
1721061136,28.0240315,2.80240315
1721061136,0.4016783118,2.842570981
1721061136,29.57270295,5.799841276
1721061136,56.21585221,5.621585221
1721061136,57.02798159,5.702798159
1721061136,52.86859898,5.286859898
1721061137,25.73896294,2.573896294
1721061137,0.3757266435,2.611468958
1721061137,0.299477855,2.641416744
1721061137,0.6921554016,2.710632284
1721061137,25.89141229,5.299773514
1721061137,53.05894653,5.305894653
1721061137,25.73046358,2.573046358
1721061138,0.2194252044,2.594988879
1721061138,-0.4542018061,2.549568698
1721061138,-0.1894078628,2.530627912
1721061138,25.52749831,5.083377743
1721061138,-25.65283587,2.518094156
1721061138,-0.7468566476,2.443408492
1721061138,47.85710361,4.785710361
1721061138,49.14458831,4.914458831
1721061139,48.39470396,4.839470396
1721061139,25.4427321,2.54427321
1721061139,0.1466338652,2.558936597
1721061139,23.86417056,4.945353653
1721061139,24.8627344,2.48627344
1721061139,-0.4631121673,2.439962223
1721061139,27.6657937,5.206541593
1721061140,26.26547585,2.626547585
1721061140,-0.1171892606,2.614828659
1721061140,23.59160475,4.973989133
1721061140,24.56457556,2.456457556
1721061140,2.2253978,2.678997336
1721061140,21.43047573,4.82204491
1721061140,50.04693138,5.004693138
1721061141,52.3641598,5.23641598
1721061141,24.7069107,2.47069107
1721061141,0.2902658596,2.499717656
1721061141,2.357180157,2.735435672
1721061141,-0.6530741106,2.670128261
1721061141,-1.15011534,2.555116727
1721061141,-1.053746721,2.449742054
1721061141,27.42971708,5.192713762
1721061142,51.24759633,5.124759633
1721061142,25.44676641,2.544676641
1721061142,1.578787494,2.702555391
1721061142,1.068450011,2.809400392
1721061142,-1.539137283,2.655486663
1721061142,25.07901316,5.163387979
1721061142,54.19466237,5.419466237
1721061143,26.64513944,2.664513944
1721061143,-1.391368373,2.525377107
1721061143,0.8840688329,2.61378399
1721061143,0.7100272953,2.68478672
1721061143,25.95595984,5.280382703
1721061143,52.60217703,5.260217703
1721061143,53.29101066,5.329101066
1721061144,54.69208302,5.469208302
1721061144,26.71620725,2.671620725
1721061144,0.4743735924,2.719058084
1721061144,27.15960582,5.435018666
1721061144,51.9884321,5.19884321
1721061144,55.18120875,5.518120875
1721061145,27.45147525,2.745147525
1721061145,-1.490775617,2.596069964
1721061145,0.3251596561,2.628585929
1721061145,0.5822247272,2.686808402
1721061145,27.89924548,5.47673295
1721061145,26.69894834,2.669894834
1721061145,0.1771357237,2.687608406
1721061145,27.33014839,5.420623245
